question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
Is the catcher to the right of the person that swings a bat?,"No, the catcher is to the left of the person who swings a bat.",[],"['no', 'catcher', 'left', 'person', 'swings', 'bat']",2355953,9364,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355953.jpg,gqa
Do the hat and the pole have a different colors?,no,['no'],[],2361335,17352,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361335.jpg,gqa
Do the hat and the pole have a different colors?,"Yes, the hat is red, while the pole is white.",['white'],"['yes', 'hat', 'red', 'pole']",2361335,17352,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2361335.jpg,gqa
What color is the sky?,Blue.,[],['blue'],2378142,19264,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378142.jpg,vga
What color is the sky?,The sky is blue.,[],"['sky', 'blue']",2378142,19264,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378142.jpg,vga
What kind of peppers?,Green.,[],['green'],2368922,21789,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368922.jpg,vga
What kind of peppers?,The image shows a plate of food with green peppers.,[],"['image', 'shows', 'plate', 'food', 'green', 'peppers']",2368922,21789,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368922.jpg,vga
How is the platform marked?,The platform is marked with six white long parallel lines.,['six'],"['platform', 'marked', 'white', 'long', 'parallel', 'lines']",2389670,25789,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389670.jpg,vga
How is the platform marked?,"The platform is marked with a number, which indicates the train's designated stop.","['number', 'indicates', 'designated']","['platform', 'marked', ""train's"", 'stop']",2389670,25789,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389670.jpg,vga
How many boys are riding a skateboard?,One.,[],['one'],2319471,26250,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319471.jpg,vga
How many boys are riding a skateboard?,There are two boys riding a skateboard.,['two'],"['boys', 'riding', 'skateboard']",2319471,26250,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319471.jpg,vga
Is the floor made of the same material as the sink?,"No, the floor is made of wood and the sink is made of metal.",[],"['no', 'floor', 'wood', 'sink', 'metal']",2388553,474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388553.jpg,gqa
Is the floor made of the same material as the sink?,"Yes, the floor is made of the same material as the sink, which is wood.","['yes', 'same', 'wood']","['floor', 'sink']",2388553,474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388553.jpg,gqa
Are there frisbees or fences that are orange?,"Yes, the fence is orange.",[],"['yes', 'fence', 'orange']",2372385,6315,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372385.jpg,gqa
Are there frisbees or fences that are orange?,"Yes, there is an orange fence in the image.",[],"['yes', 'orange', 'fence', 'image']",2372385,6315,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2372385.jpg,gqa
Is the man on the right?,"Yes, the man is on the right of the image.",[],"['yes', 'man', 'right', 'image']",2360937,7496,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2360937.jpg,gqa
Is the man on the right?,"Yes, the man is on the right, as he is performing a trick on his snowboard.",['trick'],"['yes', 'man', 'right', 'performing', 'snowboard']",2360937,7496,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2360937.jpg,gqa
Is there a chair in the image?,yes,[],['yes'],2323485,10380,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323485.jpg,gqa
Is there a chair in the image?,"Yes, there is a chair in the image, and a man is sitting on it.",[],"['yes', 'chair', 'image', 'man', 'sitting', 'on']",2323485,10380,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2323485.jpg,gqa
Is there a baseball or a helmet in this picture?,yes,[],['yes'],2358358,10499,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358358.jpg,gqa
Is there a baseball or a helmet in this picture?,"Yes, there is a baseball in the picture, and a baseball player is holding it.","['yes', 'baseball', 'holding']",['player'],2358358,10499,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358358.jpg,gqa
Are there either any carrots or onions?,yes,[],['yes'],2327931,15573,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2327931.jpg,gqa
Are there either any carrots or onions?,"Yes, there are carrots on the cake.",[],"['yes', 'carrots', 'on', 'cake']",2327931,15573,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2327931.jpg,gqa
Where are utensils?,On a napkin.,[],"['on', 'napkin']",2408597,17962,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408597.jpg,vga
Where are utensils?,"The utensils are on the side of the plate, next to the plate of food.","['on', 'side']","['utensils', 'plate', 'next_to', 'food']",2408597,17962,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408597.jpg,vga
What is pictured on the screen?,Tower.,[],['tower'],2411335,25185,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411335.jpg,vga
What is pictured on the screen?,"The screen is displaying a picture of a tall tower, possibly a clock tower, with a sunset in the background.",['clock'],"['screen', 'picture', 'tall', 'tower', 'sunset', 'background']",2411335,25185,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411335.jpg,vga
Do you see closed windows or doors?,"Yes, there is a closed door.",[],"['yes', 'closed', 'door']",2401603,3918,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401603.jpg,gqa
Do you see closed windows or doors?,"Yes, there is a closed door in the image.",[],"['yes', 'closed', 'door']",2401603,3918,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401603.jpg,gqa
Are there rackets to the left of the player on the right?,"Yes, there is a racket to the left of the player.",[],"['yes', 'racket', 'left', 'player']",2410461,7757,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410461.jpg,gqa
Are there rackets to the left of the player on the right?,"Yes, there is a racket to the left of the player on the right.",[],"['yes', 'racket', 'left', 'player', 'right']",2410461,7757,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410461.jpg,gqa
Does the candy to the right of the tool look red?,"No, the candy is blue.",['blue'],"['no', 'candy']",2412995,9829,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412995.jpg,gqa
Does the candy to the right of the tool look red?,"Yes, the candy to the right of the tool looks red.","['yes', 'red']","['candy', 'right', 'tool']",2412995,9829,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412995.jpg,gqa
Is the boy on the right side?,no,[],['no'],2411145,15183,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411145.jpg,gqa
Is the boy on the right side?,"No, the boy is on the left side of the image.",[],"['no', 'boy', 'left', 'side', 'image']",2411145,15183,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411145.jpg,gqa
Is there any grass that is not brown?,yes,[],['yes'],2376394,16405,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2376394.jpg,gqa
Is there any grass that is not brown?,"Yes, there is a patch of green grass in the image.",[],"['yes', 'patch', 'green', 'grass', 'image']",2376394,16405,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2376394.jpg,gqa
Do you see any people to the left of the woman that is to the left of the truck?,yes,[],['yes'],2368904,17522,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368904.jpg,gqa
Do you see any people to the left of the woman that is to the left of the truck?,"Yes, there are two men standing to the left of the woman who is standing next to the truck.","['two', 'men', 'standing']","['yes', 'people', 'woman', 'truck', 'next_to']",2368904,17522,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368904.jpg,gqa
What has a white arm rest?,Chair.,[],['chair'],2363939,21688,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363939.jpg,vga
What has a white arm rest?,A white arm rest is present in the image.,['white'],"['arm', 'rest', 'present', 'image']",2363939,21688,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363939.jpg,vga
What are they using?,Surfboards.,[],['surfboards'],2356746,22911,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2356746.jpg,vga
What are they using?,The people in the image are using surfboards to ride the waves in the ocean.,[],"['people', 'using', 'surfboards', 'ride', 'waves', 'ocean']",2356746,22911,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2356746.jpg,vga
What is in the elephant's mouth?,A branch.,[],['branch'],2395660,23127,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395660.jpg,vga
What is in the elephant's mouth?,The elephant has a branch in its mouth.,[],"['elephant', 'has', 'branch', 'in', 'mouth']",2395660,23127,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395660.jpg,vga
Is the kettle on the left?,"No, the kettle is on the right of the image.",[],"['no', 'kettle', 'right']",2362079,1635,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362079.jpg,gqa
Is the kettle on the left?,"No, the kettle is not on the left. It is on the right side of the image.",[],"['no', 'kettle', 'not', 'left', 'right', 'side']",2362079,1635,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362079.jpg,gqa
Are there any pedestrians near the parking meter on the right?,"Yes, there is a pedestrian near the parking meter.","['parking', 'meter']","['yes', 'pedestrian', 'near']",2409076,5368,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409076.jpg,gqa
Are there any pedestrians near the parking meter on the right?,"Yes, there is a man walking near the parking meter on the right side of the street.","['parking', 'meter']","['yes', 'man', 'walking', 'near', 'pedestrian', 'right', 'side', 'street']",2409076,5368,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409076.jpg,gqa
Is there any sand or grass that is not brown?,"No, there is grass but it is brown.",[],"['no', 'grass', 'brown']",2401601,6417,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401601.jpg,gqa
Is there any sand or grass that is not brown?,"No, there is no grass or sand that is not brown in the image.",[],"['no', 'grass', 'sand', 'brown', 'image']",2401601,6417,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401601.jpg,gqa
Are there yellow balls or lamps?,"Yes, there is a yellow lamp.",['a'],"['yes', 'yellow', 'lamp']",2409906,6741,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409906.jpg,gqa
Are there yellow balls or lamps?,"Yes, there are yellow lamps in the image.",[],"['yes', 'yellow', 'lamps', 'in', 'image']",2409906,6741,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2409906.jpg,gqa
Is the color of the sky different than the color of the ocean?,yes,[],['yes'],2362238,14597,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362238.jpg,gqa
Is the color of the sky different than the color of the ocean?,"Yes, the color of the sky is different than the color of the ocean. The sky is blue, while the ocean is a darker shade of blue.",[],"['yes', 'color', 'sky', 'different', 'ocean', 'blue', 'darker', 'shade']",2362238,14597,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362238.jpg,gqa
What is the man surfing on?,A wave.,[],['wave'],2394124,18474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394124.jpg,vga
What is the man surfing on?,The man is surfing on a surfboard.,[],"['man', 'surfing', 'surfboard']",2394124,18474,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2394124.jpg,vga
What is the zebra doing?,Eating.,[],['eating'],2371584,22390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2371584.jpg,vga
What is the zebra doing?,"The zebra is standing next to a fence, possibly in a zoo or a pen, and appears to be looking at something on the other side of the fence.","['looking', 'other', 'side']","['zebra', 'standing', 'next_to', 'fence', 'zoo', 'pen']",2371584,22390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2371584.jpg,vga
How many zebras have black ears?,One.,['one'],[],2414029,23835,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2414029.jpg,vga
How many zebras have black ears?,The zebra in the image has black ears.,['black'],"['zebra', 'image', 'ears']",2414029,23835,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2414029.jpg,vga
How many surfers are there?,One.,[],['one'],2383161,25678,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383161.jpg,vga
How many surfers are there?,There is only one surfer in the image.,[],"['one', 'surfer', 'image']",2383161,25678,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383161.jpg,vga
Where was the photo taken?,From above.,[],['above'],2357902,26343,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2357902.jpg,vga
Where was the photo taken?,"The photo was taken in a restaurant, where a group of people is sitting around a table.",[],"['restaurant', 'group', 'people', 'sitting', 'around', 'table']",2357902,26343,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2357902.jpg,vga
Is the shelf on the right side?,"No, the shelf is on the left of the image.",[],"['no', 'shelf', 'left', 'image', 'on', 'the', 'is', 'of']",1592271,4108,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592271.jpg,gqa
Is the shelf on the right side?,"Yes, the shelf is on the right side of the image.","['yes', 'right']","['shelf', 'side', 'image', 'on', 'the', 'is', 'of']",1592271,4108,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592271.jpg,gqa
Are there keyboards in the photograph?,"No, there are no keyboards.",[],"['no', 'keyboards']",2389221,5819,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389221.jpg,gqa
Are there keyboards in the photograph?,"No, there are no keyboards in the photograph. The image features a man sitting on a luggage cart with various pieces of luggage, including suitcases and a box.",['sitting'],"['no', 'keyboards', 'photograph', 'image', 'man', 'on', 'luggage', 'cart', 'various', 'suitcases', 'box']",2389221,5819,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2389221.jpg,gqa
Is there a pillow or a blanket in this photo?,"No, there are no pillows or blankets.",[],"['no', 'pillows', 'blankets']",2408894,6870,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408894.jpg,gqa
Is there a pillow or a blanket in this photo?,"No, there is no pillow or blanket in the photo. The cat is sitting inside an open suitcase.",[],"['no', 'pillow', 'blanket', 'photo', 'cat', 'sitting', 'inside', 'open', 'suitcase']",2408894,6870,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408894.jpg,gqa
Is there a fire hydrant near the pole made of wood?,"Yes, there is a fire hydrant near the pole.",[],"['yes', 'fire', 'hydrant', 'near', 'pole']",713539,7687,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713539.jpg,gqa
Is there a fire hydrant near the pole made of wood?,"Yes, there is a fire hydrant near the pole made of wood.",[],"['yes', 'fire', 'hydrant', 'near', 'pole', 'made', 'wood']",713539,7687,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713539.jpg,gqa
Are the bicycles on the right side?,yes,[],['yes'],2348093,11101,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2348093.jpg,gqa
Are the bicycles on the right side?,"Yes, the bicycles are on the right side of the image.",[],"['yes', 'bicycles', 'right', 'side', 'image']",2348093,11101,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2348093.jpg,gqa
Is the color of the drawing the same as the color of the bird?,no,[],['no'],2329215,17177,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329215.jpg,gqa
Is the color of the drawing the same as the color of the bird?,"Yes, the color of the drawing is the same as the color of the bird.","['yes', 'same']","['color', 'drawing', 'bird']",2329215,17177,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329215.jpg,gqa
How does the water look?,Deep blue.,[],"['deep', 'blue']",2358861,18071,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358861.jpg,vga
How does the water look?,"The water looks calm and serene, with a few boats floating on it.",['few'],"['water', 'calm', 'serene', 'boats', 'floating']",2358861,18071,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2358861.jpg,vga
What color is her wetsuit?,Black.,[],['black'],2319251,19750,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319251.jpg,vga
What color is her wetsuit?,Her wetsuit is black.,[],"['wetsuit', 'black']",2319251,19750,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319251.jpg,vga
What color is the woman's umbrella?,Green.,[],['green'],2413388,18390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413388.jpg,vga
What color is the woman's umbrella?,The woman's umbrella is green.,[],"['woman', 'umbrella', 'green']",2413388,18390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2413388.jpg,vga
